synthetic_id,model_spec_version,global_synthetic_number,anchor_index,variant_number,variant_type,is_exact_anchor_fit,anchor_recording_uid,anchor_recording_id,tissue,source_neighbour_recording_uid,interpolation_fraction,random_seed,residual_noise_added,n_time_points,duration_days,fit_start_day_original,forskolin_day_original,forskolin_day_zero,drift_reference_day_original,drift_reference_day_zero,reference_window_start_day_original,reference_window_end_day_original,reference_window_n_points,profiled_initial_phase_radians,transition_duration_days,acute_transient_shape,acute_transient_sigma_hours,fit_pre_amplitude,fit_post_amplitude,fit_pre_period_hours,fit_post_period_hours,fit_pre_envelope_log_rate_per_day,fit_post_envelope_log_rate_per_day,fit_baseline_step,fit_phase_shift_angle_radians,fit_linear_drift_slope_per_day,fit_signed_acute_transient_amplitude,fit_phase_shift_hours,derived_pre_envelope_final_fraction,derived_post_envelope_final_fraction,pre_period_status,pre_period_reason,post_period_status,post_period_reason,pre_amplitude_envelope_status,pre_amplitude_envelope_reason,post_amplitude_envelope_status,post_amplitude_envelope_reason,phase_shift_status,phase_shift_reason,variant_pre_envelope_median,variant_pre_envelope_p10,variant_pre_median_envelope_to_anchor_residual,variant_pre_observable_fraction,variant_post_envelope_median,variant_post_envelope_p10,variant_post_median_envelope_to_anchor_residual,variant_post_observable_fraction,variant_transition_envelope_to_anchor_residual,variant_acute_transient_to_transition_envelope
SYN_A029_1A-1FSCN_V001,msc_x10_causal_angle_halfgaussian_v1,282,29,1,local_same_tissue_variant,False,250811::1A-1FSCN_Raw.csv,1A-1FSCN,SCN,250625 to 250728::6C-SCNmm1_Raw.csv,0.11666666666666667,123,False,845,11.75,0.96528,7.680555,6.715275,4.194445,3.229165,0.96528,7.430555,466,0.3269545282523496,0.2,causal_half_gaussian,3.0,1.7917572198503218,0.9151374447409897,24.228534874411014,25.057862919981762,-0.4003664533357692,-0.47284780493635936,0.3319998147086548,-0.1858793797454501,0.11237236199255488,-0.7191709901179316,-0.7413023473922501,0.06797802179649447,0.09248963778283967,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.47041811948530876,0.16137805774161043,1.504200424042455,0.6514522821576764,0.27065265283293966,0.10735665665093788,2.2850530247470684,0.8567493112947658,0.44736068478958824,5.140389304762133
SYN_A029_1A-1FSCN_V002,msc_x10_causal_angle_halfgaussian_v1,283,29,2,local_same_tissue_variant,False,250811::1A-1FSCN_Raw.csv,1A-1FSCN,SCN,250625 to 250728::1C-SCN_Raw.csv,0.3111111111111111,123,False,845,11.75,0.96528,7.680555,6.715275,4.194445,3.229165,0.96528,7.430555,466,0.3269545282523496,0.2,causal_half_gaussian,3.0,1.8866709674373858,0.9265561859869165,24.27324780061882,25.284528899115553,-0.39538888826314705,-0.4475695938135358,0.4194023784425671,-0.2072132594766729,0.09455982824071524,-0.11884449634664618,-0.8338588456926624,0.0702886378747468,0.10504254470620257,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.5036418062563135,0.17508900336184002,1.6104358806695882,0.6804979253112033,0.29247029302208266,0.1218896472735553,2.4692539338651365,0.9118457300275482,0.4834625481293126,0.7860277941549004
SYN_A029_1A-1FSCN_V003,msc_x10_causal_angle_halfgaussian_v1,284,29,3,local_same_tissue_variant,False,250811::1A-1FSCN_Raw.csv,1A-1FSCN,SCN,250728::7A-SCNcM1_Raw.csv,0.19444444444444445,123,False,845,11.75,0.96528,7.680555,6.715275,4.194445,3.229165,0.96528,7.430555,466,0.3269545282523496,0.2,causal_half_gaussian,3.0,1.8618134770495418,0.8138313787517295,24.284425868969805,25.20901838180309,-0.3917184026248783,-0.3679156400423369,0.5060664386278598,-0.18659924774979642,0.09747481020102314,-0.9849587597121439,-0.7486622845867942,0.07204266282681891,0.156867454224776,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.5031371477922446,0.1766376264880178,1.6088221939423852,0.6804979253112033,0.31379832692436666,0.15282152773676524,2.649321218889696,1.0,0.48293425556773434,6.521563094156803
SYN_A029_1A-1FSCN_V004,msc_x10_causal_angle_halfgaussian_v1,285,29,4,local_same_tissue_variant,False,250811::1A-1FSCN_Raw.csv,1A-1FSCN,SCN,250811::1B-2MSCN_Raw.csv,0.03888888888888889,123,False,845,11.75,0.96528,7.680555,6.715275,4.194445,3.229165,0.96528,7.430555,466,0.3269545282523496,0.2,causal_half_gaussian,3.0,1.8301190324202778,0.9143295690028249,24.26712337027028,25.19015718531381,-0.4034755599295027,-0.42370060815979677,0.49329462618196585,-0.06657910140028145,0.1198820090057441,-1.0250968517456138,-0.26692480764710647,0.0665734559157402,0.11845572174225344,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.4755256809327883,0.1617805029888192,1.5205322696429762,0.6556016597510373,0.30511537764573005,0.1332357289973081,2.576013237958429,0.9559228650137741,0.44765252309346887,7.3222664501372225
SYN_A029_1A-1FSCN_V005,msc_x10_causal_angle_halfgaussian_v1,286,29,5,local_same_tissue_variant,False,250811::1A-1FSCN_Raw.csv,1A-1FSCN,SCN,250625 to 250728::7A-SCNmm2_Raw.csv,0.15555555555555556,123,False,845,11.75,0.96528,7.680555,6.715275,4.194445,3.229165,0.96528,7.430555,466,0.3269545282523496,0.2,causal_half_gaussian,3.0,1.8839043201546757,1.0402482815870346,24.255534308895594,25.272295850102232,-0.426190805752905,-0.5267870866490851,0.39870641887349395,-0.1741424217259051,0.10882127784612913,-0.49241041403232405,-0.7004375307666787,0.05715499659367961,0.07049396928854353,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.45373419597399245,0.1452753056723816,1.4508522136294042,0.6307053941908713,0.267737854700203,0.09556893584500552,2.2604441091498204,0.8154269972451791,0.40770838904561063,3.861884198235952
SYN_A029_1A-1FSCN_V006,msc_x10_causal_angle_halfgaussian_v1,287,29,6,local_same_tissue_variant,False,250811::1A-1FSCN_Raw.csv,1A-1FSCN,SCN,250625 to 250728::1C-SCN_Raw.csv,0.23333333333333334,123,False,845,11.75,0.96528,7.680555,6.715275,4.194445,3.229165,0.96528,7.430555,466,0.3269545282523496,0.2,causal_half_gaussian,3.0,1.8763233875613494,0.9123818764131624,24.272427027419774,25.255552743025028,-0.3981947752565506,-0.44177236869371334,0.42561265481053173,-0.17287137236933203,0.10087327758015086,-0.3269057631032971,-0.6948644436196949,0.06897663744923126,0.10815364878424627,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.4962070440301981,0.17121573856418223,1.5866626201807839,0.6721991701244814,0.2923298893015543,0.12322016091942875,2.4680685401772458,0.9173553719008265,0.47238595309834464,2.2128260086352878
SYN_A029_1A-1FSCN_V007,msc_x10_causal_angle_halfgaussian_v1,288,29,7,local_same_tissue_variant,False,250811::1A-1FSCN_Raw.csv,1A-1FSCN,SCN,250625 to 250728::7A-SCNmm2_Raw.csv,0.07777777777777778,123,False,845,11.75,0.96528,7.680555,6.715275,4.194445,3.229165,0.96528,7.430555,466,0.3269545282523496,0.2,causal_half_gaussian,3.0,1.8645924840439578,0.9550536146394675,24.262749508359118,25.22046006242784,-0.41640162099483313,-0.47558388999166556,0.42147495139395974,-0.12199406638660681,0.11431745172229342,-0.7217499887027871,-0.4896794107983561,0.06103844329108529,0.09122428809394682,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.46400997877793476,0.15250298140337437,1.4837098698522762,0.6410788381742739,0.2804737897646017,0.11065862279246677,2.3679704409159084,0.8677685950413223,0.4235941620542086,5.448268284071591
SYN_A029_1A-1FSCN_V008,msc_x10_causal_angle_halfgaussian_v1,289,29,8,local_same_tissue_variant,False,250811::1A-1FSCN_Raw.csv,1A-1FSCN,SCN,250811::1B-2MSCN_Raw.csv,0.35,123,False,845,11.75,0.96528,7.680555,6.715275,4.194445,3.229165,0.96528,7.430555,466,0.3269545282523496,0.2,causal_half_gaussian,3.0,1.7088261083165817,1.270094539490221,24.244392669851397,25.362420469796678,-0.37838054947143357,-0.41825992676420315,0.8857037643222889,-0.040446224224063965,0.12042907626403528,-1.6171551587245252,-0.16326339190000058,0.07879313191532514,0.12174535012045334,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.48283273547353034,0.17565990015125726,1.543897174359468,0.6721991701244814,0.4298508918562667,0.18861317779591233,3.629124157274268,1.0,0.5057352608203809,10.224689333019315
SYN_A029_1A-1FSCN_V009,msc_x10_causal_angle_halfgaussian_v1,290,29,9,local_same_tissue_variant,False,250811::1A-1FSCN_Raw.csv,1A-1FSCN,SCN,250728::7A-SCNcM1_Raw.csv,0.27222222222222225,123,False,845,11.75,0.96528,7.680555,6.715275,4.194445,3.229165,0.96528,7.430555,466,0.3269545282523496,0.2,causal_half_gaussian,3.0,1.8684266086960626,0.7914203511756612,24.29021033342867,25.22517602462295,-0.3857607891801251,-0.3453296187255733,0.5307956205132336,-0.2333006624307914,0.08853928404204932,-0.9985064382477014,-0.9366348418457753,0.07498330549963772,0.1757593296996839,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.5150728972421088,0.18372978768957826,1.64698772932481,0.6929460580912863,0.3235425274994969,0.16389439705230452,2.7315890805377663,1.0,0.501274900638234,6.369371425663757
SYN_A030_1B-2MSCN_V000,msc_x10_causal_angle_halfgaussian_v1,291,30,0,anchor_exact_fit,True,250811::1B-2MSCN_Raw.csv,1B-2MSCN,SCN,250811::1B-2MSCN_Raw.csv,0.0,123,False,846,11.76389,0.95833,7.6875,6.72917,4.19444,3.23611,0.95833,7.4375,467,0.3874653503895047,0.2,causal_half_gaussian,3.0,1.4554105347427877,2.013389209972816,24.19690174219052,25.722327689162675,-0.3259499026215392,-0.4068927888484093,1.7055585707940355,0.0141528227333913,0.1215720560715365,-2.8541341215197504,0.05793932954021634,0.11153996673843637,0.12891638515502768,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.4888296191764347,0.20421964797667566,1.8971891771923348,0.7929606625258799,0.7017719558786206,0.31312659688095107,3.3662124883500995,0.9972451790633609,0.7637908899803674,14.502839115332462
SYN_A030_1B-2MSCN_V001,msc_x10_causal_angle_halfgaussian_v1,292,30,1,local_same_tissue_variant,False,250811::1B-2MSCN_Raw.csv,1B-2MSCN,SCN,250811::1A-1FSCN_Raw.csv,0.35,123,False,846,11.76389,0.95833,7.6875,6.72917,4.19444,3.23611,0.95833,7.4375,467,0.3874653503895047,0.2,causal_half_gaussian,3.0,1.591865074359446,1.6131536181744957,24.222473780161764,25.52853149411945,-0.35418178938686695,-0.41301355541845214,1.2640982903861722,-0.015246664089853645,0.12095660540595891,-2.1880685261684754,-0.061947073875623954,0.09224110055271315,0.12500424181490116,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.486449794822745,0.18842829925028876,1.8879528772008458,0.7681159420289855,0.5534246221229152,0.24535887925974376,2.6546299816415138,0.977961432506887,0.6808516780050511,12.472730330470101
SYN_A030_1B-2MSCN_V002,msc_x10_causal_angle_halfgaussian_v1,293,30,2,local_same_tissue_variant,False,250811::1B-2MSCN_Raw.csv,1B-2MSCN,SCN,250728::7A-SCNcM1_Raw.csv,0.19444444444444445,123,False,846,11.76389,0.95833,7.6875,6.72917,4.19444,3.23611,0.95833,7.4375,467,0.3874653503895047,0.2,causal_half_gaussian,3.0,1.5477514414238998,1.7350085344780228,24.225569591099486,25.65505724341052,-0.3267402505459494,-0.35382816142874624,1.522125814169768,-0.11893376220423235,0.09889132363766996,-2.517966875996825,-0.485621914419298,0.11094832886562811,0.1683978876483373,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.5184707974491417,0.2161449959359861,2.01222910196807,0.8198757763975155,0.6904468027385917,0.34395017974019115,3.311888755956558,0.9972451790633609,0.7851213506938394,12.447047604319481
SYN_A030_1B-2MSCN_V003,msc_x10_causal_angle_halfgaussian_v1,294,30,3,local_same_tissue_variant,False,250811::1B-2MSCN_Raw.csv,1B-2MSCN,SCN,250625 to 250728::1C-SCN_Raw.csv,0.3111111111111111,123,False,846,11.76389,0.95833,7.6875,6.72917,4.19444,3.23611,0.95833,7.4375,467,0.3874653503895047,0.2,causal_half_gaussian,3.0,1.61809377835063,1.714321477780436,24.222915535405576,25.665969029041907,-0.3398213651059941,-0.4355223707232927,1.288308327181854,-0.1493476028721905,0.09577119145550286,-1.4298307475142351,-0.6100649212906832,0.10159959445500666,0.11161127648936703,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.5188131439636883,0.20884272046366215,2.013557777802692,0.8074534161490683,0.5548222294271823,0.23531255163454273,2.661333930298942,0.9559228650137741,0.7556800028022077,7.343444684908211
SYN_A030_1B-2MSCN_V004,msc_x10_causal_angle_halfgaussian_v1,295,30,4,local_same_tissue_variant,False,250811::1B-2MSCN_Raw.csv,1B-2MSCN,SCN,250625 to 250728::6C-SCNmm1_Raw.csv,0.15555555555555556,123,False,846,11.76389,0.95833,7.6875,6.72917,4.19444,3.23611,0.95833,7.4375,467,0.3874653503895047,0.2,causal_half_gaussian,3.0,1.4446924260174117,1.8958780541279037,24.153027314517793,25.488514240558988,-0.330169430649251,-0.47423594501569055,1.3596957761161796,-0.15362517411890586,0.11137683763452048,-2.24888020368987,-0.6231994198490012,0.10841744972140378,0.09184570797105643,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.4784246372461034,0.19762710125635782,1.8568065605653719,0.7784679089026915,0.555036279261169,0.21812248600862355,2.6623606701369473,0.9201101928374655,0.7344011314949086,11.88464215856801
SYN_A030_1B-2MSCN_V005,msc_x10_causal_angle_halfgaussian_v1,296,30,5,local_same_tissue_variant,False,250811::1B-2MSCN_Raw.csv,1B-2MSCN,SCN,250625 to 250728::7B-SCNcm2_Raw.csv,0.07777777777777778,123,False,846,11.76389,0.95833,7.6875,6.72917,4.19444,3.23611,0.95833,7.4375,467,0.3874653503895047,0.2,causal_half_gaussian,3.0,1.4737454357452906,1.989481522510649,24.178126352298236,25.802085042433674,-0.32751209683443183,-0.48350468216476356,1.5799341782692373,-0.10027938585551599,0.11128814017472345,-2.548596336937364,-0.4118002438811551,0.11037356992483299,0.08765814956978062,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.4924062262476883,0.20485511505574672,1.911070292330333,0.7950310559006211,0.5724541897010242,0.2194196308593737,2.74590973070064,0.9228650137741047,0.7636413978165985,12.95283151109311
SYN_A030_1B-2MSCN_V006,msc_x10_causal_angle_halfgaussian_v1,297,30,6,local_same_tissue_variant,False,250811::1B-2MSCN_Raw.csv,1B-2MSCN,SCN,250625 to 250728::1C-SCN_Raw.csv,0.03888888888888889,123,False,846,11.76389,0.95833,7.6875,6.72917,4.19444,3.23611,0.95833,7.4375,467,0.3874653503895047,0.2,causal_half_gaussian,3.0,1.475745940193768,1.9760057434487686,24.200153466342403,25.71528285664758,-0.32768383543209606,-0.4104714865827697,1.6534022903425127,-0.0062847304673065985,0.1183469479945323,-2.676096199769061,-0.02572160675571825,0.11024608947766332,0.12661440363846696,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.4927912708212177,0.20492104489168436,1.9125646829502536,0.7950310559006211,0.6823868342181305,0.3040497704295688,3.273227241397578,0.9972451790633609,0.763176870630242,13.60910757775031
SYN_A030_1B-2MSCN_V007,msc_x10_causal_angle_halfgaussian_v1,298,30,7,local_same_tissue_variant,False,250811::1B-2MSCN_Raw.csv,1B-2MSCN,SCN,250811::1A-1FSCN_Raw.csv,0.27222222222222225,123,False,846,11.76389,0.95833,7.6875,6.72917,4.19444,3.23611,0.95833,7.4375,467,0.3874653503895047,0.2,causal_half_gaussian,3.0,1.561541843333522,1.7020948607963446,24.21679110505704,25.571597315240165,-0.34790803677234966,-0.41165338506955373,1.3622005749212527,-0.008713444795799496,0.12109337222053171,-2.3360831029132028,-0.03546237945459838,0.09621862588270072,0.12586321828209646,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.48731013861226213,0.19195946422002413,1.8912919443565688,0.772256728778468,0.5859986654587039,0.26049734383019574,2.810878960464992,0.9944903581267218,0.6991971378547053,12.96706751153708
SYN_A030_1B-2MSCN_V008,msc_x10_causal_angle_halfgaussian_v1,299,30,8,local_same_tissue_variant,False,250811::1B-2MSCN_Raw.csv,1B-2MSCN,SCN,250728::7A-SCNcM1_Raw.csv,0.11666666666666667,123,False,846,11.76389,0.95833,7.6875,6.72917,4.19444,3.23611,0.95833,7.4375,467,0.3874653503895047,0.2,causal_half_gaussian,3.0,1.510815078751455,1.84636080467594,24.2141024515359,25.681965421711382,-0.3264241113761853,-0.37505401239661146,1.5954989168194749,-0.06569912822918278,0.10796361661121658,-2.652433774205995,-0.26853938837208136,0.11118460649490633,0.15133006945893246,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.5066335661683069,0.21138905403141472,1.9662878042378753,0.8095238095238095,0.6984814042532468,0.33216189637635973,3.3504285917692993,0.9972451790633609,0.7766424924754508,13.254902164311389
SYN_A030_1B-2MSCN_V009,msc_x10_causal_angle_halfgaussian_v1,300,30,9,local_same_tissue_variant,False,250811::1B-2MSCN_Raw.csv,1B-2MSCN,SCN,250625 to 250728::6C-SCNmm1_Raw.csv,0.23333333333333334,123,False,846,11.76389,0.95833,7.6875,6.72917,4.19444,3.23611,0.95833,7.4375,467,0.3874653503895047,0.2,causal_half_gaussian,3.0,1.4393333716547236,1.8371224762054477,24.13109010068143,25.371607516257146,-0.3322791946631068,-0.5079075230993312,1.186764378777252,-0.2375141725450547,0.10627922841601248,-1.9462532447749301,-0.9590862071942815,0.10688912589404657,0.07752365489841605,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.47329575137850555,0.19440706662609775,1.8369009198731099,0.772256728778468,0.4964028980331441,0.18256339281189674,2.3811120131186443,0.8429752066115702,0.7199934028741735,10.491170815277309
SYN_A031_1C-3FSCN_V000,msc_x10_causal_angle_halfgaussian_v1,301,31,0,anchor_exact_fit,True,250811::1C-3FSCN_Raw.csv,1C-3FSCN,SCN,250811::1C-3FSCN_Raw.csv,0.0,123,False,846,11.76389,0.96319,7.692365,6.729175,4.19931,3.23612,0.96319,7.442365,467,0.7390525112513995,0.2,causal_half_gaussian,3.0,1.2400976628265792,1.03882920437417,24.108367009807424,25.19483127258797,-0.1706696624787509,-0.7199786092271278,-0.5609161943958207,-0.5373354366673366,0.0447771782927321,0.8645381853206784,-2.154651661816566,0.31712285467319895,0.02665210609454418,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.7004162502328004,0.4434835935139465,2.160081946171583,1.0,0.1691709116374219,0.03976391773059329,1.373864559035448,0.5867768595041323,1.2679166077322004,2.1028461675490764
SYN_A031_1C-3FSCN_V001,msc_x10_causal_angle_halfgaussian_v1,302,31,1,local_same_tissue_variant,False,250811::1C-3FSCN_Raw.csv,1C-3FSCN,SCN,250625 to 250728::6C-SCNmm1_Raw.csv,0.27222222222222225,123,False,846,11.76389,0.96319,7.692365,6.729175,4.19931,3.23612,0.96319,7.442365,467,0.7390525112513995,0.2,causal_half_gaussian,3.0,1.27995392102325,1.0984815720585381,24.055687882973327,24.929253984265742,-0.2203245685661166,-0.7526002147501077,-0.5491912878914963,-0.6808195716553254,0.04784081831218417,0.9114273024386297,-2.7012292634216766,0.22704601366303492,0.022615323076731766,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.6122265240858311,0.339381261463535,1.8881050535387118,0.9296066252587992,0.16476342872733013,0.03626873651792036,1.3380706716222996,0.5757575757575758,0.9577959930977451,2.934695403120923
SYN_A031_1C-3FSCN_V002,msc_x10_causal_angle_halfgaussian_v1,303,31,2,local_same_tissue_variant,False,250811::1C-3FSCN_Raw.csv,1C-3FSCN,SCN,250625 to 250728::1C-SCN_Raw.csv,0.19444444444444445,123,False,846,11.76389,0.96319,7.692365,6.729175,4.19931,3.23612,0.96319,7.442365,467,0.7390525112513995,0.2,causal_half_gaussian,3.0,1.3836410818429656,1.0414096506203359,24.141840717419104,25.262175857679793,-0.20953270655929956,-0.6769942994919569,-0.3809941700887399,-0.5322893744540171,0.04358397525358971,1.0316526232995975,-2.1401227446318596,0.24414761657374928,0.03309168109682992,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.6861660180322027,0.391521124004538,2.1161342660670264,1.0,0.1889998748021459,0.048435939038582156,1.5348988022794705,0.6253443526170799,1.1011881789019549,2.889255573956093
SYN_A031_1C-3FSCN_V003,msc_x10_causal_angle_halfgaussian_v1,304,31,3,local_same_tissue_variant,False,250811::1C-3FSCN_Raw.csv,1C-3FSCN,SCN,250811::1D-4FSCN_Raw.csv,0.11666666666666667,123,False,846,11.76389,0.96319,7.692365,6.729175,4.19931,3.23612,0.96319,7.442365,467,0.7390525112513995,0.2,causal_half_gaussian,3.0,1.2218137161441993,1.1638490597399702,24.127796135836324,25.3400223423746,-0.17869367779227255,-0.7758130426281775,-0.6182867126424813,-0.537145449164532,0.05156741109515686,0.8462323515880786,-2.1663021250353585,0.3004538755128353,0.02012087264012109,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.6718014578316096,0.4163234213372926,2.071833998699325,1.0,0.16464621706391938,0.03458988931478372,1.3371187765907782,0.5730027548209367,1.1935752378036282,2.186521931504548
SYN_A031_1C-3FSCN_V004,msc_x10_causal_angle_halfgaussian_v1,305,31,4,local_same_tissue_variant,False,250811::1C-3FSCN_Raw.csv,1C-3FSCN,SCN,250625 to 250728::7B-SCNcm2_Raw.csv,0.15555555555555556,123,False,846,11.76389,0.96319,7.692365,6.729175,4.19931,3.23612,0.96319,7.442365,467,0.7390525112513995,0.2,causal_half_gaussian,3.0,1.3102605782407732,1.1426120525429584,24.08458829950467,25.436400977263812,-0.19794875492674768,-0.8245001571342578,-0.45960223819366186,-0.6804127912717046,0.03615521637580892,0.8971536178658284,-2.7545348008549047,0.2639404385259204,0.015746718122052774,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.6754649713346593,0.3975577759709618,2.083132265087152,1.0,0.14297239733164555,0.027234919155449854,1.16110215233262,0.5371900826446281,1.1291060608669343,2.45045136750575
SYN_A031_1C-3FSCN_V005,msc_x10_causal_angle_halfgaussian_v1,306,31,5,local_same_tissue_variant,False,250811::1C-3FSCN_Raw.csv,1C-3FSCN,SCN,250728::7A-SCNcM1_Raw.csv,0.03888888888888889,123,False,846,11.76389,0.96319,7.692365,6.729175,4.19931,3.23612,0.96319,7.442365,467,0.7390525112513995,0.2,causal_half_gaussian,3.0,1.2669391225150985,1.0210526250484921,24.11754359695967,25.201890932971,-0.17686640806918583,-0.6971901240618006,-0.5094620604077355,-0.5425059880114995,0.04322749927513452,0.7871566002703579,-2.1759945110526573,0.3041710681953818,0.029892323356913074,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.7008869353815995,0.43647851428191614,2.16153353798133,1.0,0.1761075811799422,0.043335629857509626,1.4301983835089762,0.6005509641873278,1.2435533928090332,1.9521389114311682
SYN_A031_1C-3FSCN_V006,msc_x10_causal_angle_halfgaussian_v1,307,31,6,local_same_tissue_variant,False,250811::1C-3FSCN_Raw.csv,1C-3FSCN,SCN,250728::7A-SCNcM1_Raw.csv,0.35,123,False,846,11.76389,0.96319,7.692365,6.729175,4.19931,3.23612,0.96319,7.442365,467,0.7390525112513995,0.2,causal_half_gaussian,3.0,1.481670800023254,0.8788399904430682,24.190956294177646,25.25836821603524,-0.2264403727926651,-0.5148822427391828,-0.09782898850305272,-0.5838703987648044,0.030830067134353874,0.1681039198677946,-2.3471555909059614,0.21789175077690517,0.07484878873948823,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.6943510302598039,0.37865395552566855,2.141376823098161,0.9979296066252588,0.2400086143110792,0.08521632779967453,1.9491490935032523,0.7575757575757576,1.0503330604424586,0.49358825661700184
SYN_A031_1C-3FSCN_V007,msc_x10_causal_angle_halfgaussian_v1,308,31,7,local_same_tissue_variant,False,250811::1C-3FSCN_Raw.csv,1C-3FSCN,SCN,250625 to 250728::6C-SCNmm1_Raw.csv,0.07777777777777778,123,False,846,11.76389,0.96319,7.692365,6.729175,4.19931,3.23612,0.96319,7.442365,467,0.7390525112513995,0.2,causal_half_gaussian,3.0,1.251485165168485,1.0558727379982753,24.09331583071197,25.118952047353048,-0.18485677850371252,-0.7292990679479792,-0.5575662211088709,-0.5783309038067621,0.04565250401257555,0.8779350759258073,-2.3120544007551094,0.2882481284983435,0.025430324048020272,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.6740660495323307,0.4108895011354918,2.0788179937830367,1.0,0.16795357816691886,0.038744690984992884,1.363978395418642,0.5840220385674931,1.16978027985034,2.3145795862347023
SYN_A031_1C-3FSCN_V008,msc_x10_causal_angle_halfgaussian_v1,309,31,8,local_same_tissue_variant,False,250811::1C-3FSCN_Raw.csv,1C-3FSCN,SCN,250625 to 250728::7B-SCNcm2_Raw.csv,0.23333333333333334,123,False,846,11.76389,0.96319,7.692365,6.729175,4.19931,3.23612,0.96319,7.442365,467,0.7390525112513995,0.2,causal_half_gaussian,3.0,1.34534203594787,1.1945034766273528,24.07269894435329,25.557185829601735,-0.2115883011507461,-0.8767609310878229,-0.4089452600925824,-0.7519514685738891,0.031844235417347336,0.9134613341384032,-3.058602043015557,0.24079370536593084,0.01210373239966796,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.6625982523285997,0.37599818465108104,2.0434513361792144,1.0,0.13101672714527082,0.022467559462467743,1.0640082052137376,0.5151515151515151,1.0650454402328247,2.6450631496802957
SYN_A031_1C-3FSCN_V009,msc_x10_causal_angle_halfgaussian_v1,310,31,9,local_same_tissue_variant,False,250811::1C-3FSCN_Raw.csv,1C-3FSCN,SCN,250625 to 250728::1C-SCN_Raw.csv,0.3111111111111111,123,False,846,11.76389,0.96319,7.692365,6.729175,4.19931,3.23612,0.96319,7.442365,467,0.7390525112513995,0.2,causal_half_gaussian,3.0,1.4697671332527973,1.0429579183680355,24.16192494198611,25.302582608734888,-0.23285053300762878,-0.6512037136508543,-0.27304095550449137,-0.5292617371260255,0.042868053430104275,1.131921286086949,-2.1313534728908206,0.20869279568501564,0.037680027284109706,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.6741515686084821,0.3613818533453934,2.07908173439783,0.968944099378882,0.20199551738669982,0.05452222736883747,1.6404385348256714,0.650137741046832,1.0072009762873309,3.465884633521747
SYN_A032_1D-4FSCN_V000,msc_x10_causal_angle_halfgaussian_v1,311,32,0,anchor_exact_fit,True,250811::1D-4FSCN_Raw.csv,1D-4FSCN,SCN,250811::1D-4FSCN_Raw.csv,0.0,123,False,846,11.76389,0.95972,7.688885,6.729165,4.19583,3.23611,0.95972,7.438885,467,0.813666747342539,0.2,causal_half_gaussian,3.0,1.0833781198347512,2.110427964652458,24.27490237576941,26.43932615647337,-0.2394469365946508,-1.1985594669504112,-1.052663493652911,-0.5357069723575822,0.1029791737420872,0.7076310390412524,-2.2542278595976724,0.1996323318332832,0.0023948915948797038,eligible,none,eligible,none,eligible,none,eligible,none,eligible,none,0.486072481699015,0.2559985910715135,1.1987012814962867,0.6128364389233955,0.10285038700307567,0.009233704280288982,0.30238274911312896,0.2975206611570248,0.618156270428377,2.823049739525801
