synthetic_id,model_spec_version,source_synthetic_id,anchor_index,variant_number,anchor_recording_uid,anchor_recording_id,tissue,scenario_family,scenario_level_number,scenario_level,target_parameters,added_parameter,added_component,target_status,target_status_reason,duration_days,forskolin_day_original,forskolin_day_zero,drift_reference_day_original,drift_reference_day_zero,profiled_initial_phase_radians,fit_pre_amplitude,fit_post_amplitude,fit_pre_period_hours,fit_post_period_hours,fit_pre_envelope_log_rate_per_day,fit_post_envelope_log_rate_per_day,fit_baseline_step,fit_phase_shift_angle_radians,fit_linear_drift_slope_per_day,fit_signed_acute_transient_amplitude,fit_phase_shift_hours
SYN_A022_8B-L2m1_V009__pre_amplitude_trajectory__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A022_8B-L2m1_V009,22,9,250625 to 250728::8B-L2m1_Raw.csv,8B-L2m1,DRG,pre_amplitude_trajectory,1,S1_pre_period,fit_pre_amplitude;fit_pre_envelope_log_rate_per_day,fit_pre_period_hours,pre_period,difficult,fit_pre_envelope_log_rate_per_day_at_bound,13.05556,7.727085,6.784725,4.20625,3.26389,-1.2350233076561823,3.066395221145146,2.0,27.447341101647293,24.0,-1.3999999998707306,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A022_8B-L2m1_V009__pre_amplitude_trajectory__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A022_8B-L2m1_V009,22,9,250625 to 250728::8B-L2m1_Raw.csv,8B-L2m1,DRG,pre_amplitude_trajectory,2,S2_linear_drift,fit_pre_amplitude;fit_pre_envelope_log_rate_per_day,fit_linear_drift_slope_per_day,linear_drift,difficult,fit_pre_envelope_log_rate_per_day_at_bound,13.05556,7.727085,6.784725,4.20625,3.26389,-1.2350233076561823,3.066395221145146,2.0,24.0,24.0,-1.3999999998707306,0.0,0.0,0.0,0.2599604410477136,0.0,0.0
SYN_A022_8B-L2m1_V009__post_amplitude_trajectory__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A022_8B-L2m1_V009,22,9,250625 to 250728::8B-L2m1_Raw.csv,8B-L2m1,DRG,post_amplitude_trajectory,0,S0_target_only,fit_post_amplitude;fit_post_envelope_log_rate_per_day,none,target_only,eligible,none,13.05556,7.727085,6.784725,4.20625,3.26389,-1.2350233076561823,2.0,4.39658641305729,24.0,24.0,0.0,-0.377260432319688,0.0,0.0,0.0,0.0,0.0
SYN_A022_8B-L2m1_V009__post_amplitude_trajectory__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A022_8B-L2m1_V009,22,9,250625 to 250728::8B-L2m1_Raw.csv,8B-L2m1,DRG,post_amplitude_trajectory,1,S1_post_period,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_post_period_hours,post_period,eligible,none,13.05556,7.727085,6.784725,4.20625,3.26389,-1.2350233076561823,2.0,4.39658641305729,24.0,24.54253942338947,0.0,-0.377260432319688,0.0,0.0,0.0,0.0,0.0
SYN_A022_8B-L2m1_V009__post_amplitude_trajectory__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A022_8B-L2m1_V009,22,9,250625 to 250728::8B-L2m1_Raw.csv,8B-L2m1,DRG,post_amplitude_trajectory,2,S2_linear_drift,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.05556,7.727085,6.784725,4.20625,3.26389,-1.2350233076561823,2.0,4.39658641305729,24.0,24.0,0.0,-0.377260432319688,0.0,0.0,0.2599604410477136,0.0,0.0
SYN_A022_8B-L2m1_V009__post_amplitude_trajectory__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A022_8B-L2m1_V009,22,9,250625 to 250728::8B-L2m1_Raw.csv,8B-L2m1,DRG,post_amplitude_trajectory,3,S3_baseline_step,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_baseline_step,baseline_step,eligible,none,13.05556,7.727085,6.784725,4.20625,3.26389,-1.2350233076561823,2.0,4.39658641305729,24.0,24.0,0.0,-0.377260432319688,8.644119152404802,0.0,0.0,0.0,0.0
SYN_A022_8B-L2m1_V009__post_amplitude_trajectory__S04,msc_x10_causal_angle_halfgaussian_v1,SYN_A022_8B-L2m1_V009,22,9,250625 to 250728::8B-L2m1_Raw.csv,8B-L2m1,DRG,post_amplitude_trajectory,4,S4_acute_treatment_transient,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_signed_acute_transient_amplitude,acute_treatment_transient,eligible,none,13.05556,7.727085,6.784725,4.20625,3.26389,-1.2350233076561823,2.0,4.39658641305729,24.0,24.0,0.0,-0.377260432319688,0.0,0.0,0.0,-0.8847266554674459,0.0
SYN_A022_8B-L2m1_V009__phase_shift_hours__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A022_8B-L2m1_V009,22,9,250625 to 250728::8B-L2m1_Raw.csv,8B-L2m1,DRG,phase_shift_hours,0,S0_target_only,fit_phase_shift_angle_radians,none,target_only,eligible,none,13.05556,7.727085,6.784725,4.20625,3.26389,-1.2350233076561823,2.0,2.0,24.0,24.0,0.0,0.0,0.0,-0.253651497030853,0.0,0.0,-0.9688773498028672
SYN_A022_8B-L2m1_V009__phase_shift_hours__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A022_8B-L2m1_V009,22,9,250625 to 250728::8B-L2m1_Raw.csv,8B-L2m1,DRG,phase_shift_hours,1,S1_pre_amplitude,fit_phase_shift_angle_radians,fit_pre_amplitude,pre_amplitude,eligible,none,13.05556,7.727085,6.784725,4.20625,3.26389,-1.2350233076561823,3.066395221145146,2.0,24.0,24.0,0.0,0.0,0.0,-0.253651497030853,0.0,0.0,-0.9688773498028672
SYN_A022_8B-L2m1_V009__phase_shift_hours__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A022_8B-L2m1_V009,22,9,250625 to 250728::8B-L2m1_Raw.csv,8B-L2m1,DRG,phase_shift_hours,2,S2_post_amplitude,fit_phase_shift_angle_radians,fit_post_amplitude,post_amplitude,eligible,none,13.05556,7.727085,6.784725,4.20625,3.26389,-1.2350233076561823,2.0,4.39658641305729,24.0,24.0,0.0,0.0,0.0,-0.253651497030853,0.0,0.0,-0.9688773498028672
SYN_A022_8B-L2m1_V009__phase_shift_hours__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A022_8B-L2m1_V009,22,9,250625 to 250728::8B-L2m1_Raw.csv,8B-L2m1,DRG,phase_shift_hours,3,S3_pre_period,fit_phase_shift_angle_radians,fit_pre_period_hours,pre_period,eligible,none,13.05556,7.727085,6.784725,4.20625,3.26389,-1.2350233076561823,2.0,2.0,27.447341101647293,24.0,0.0,0.0,0.0,-0.253651497030853,0.0,0.0,-0.9688773498028672
SYN_A022_8B-L2m1_V009__phase_shift_hours__S04,msc_x10_causal_angle_halfgaussian_v1,SYN_A022_8B-L2m1_V009,22,9,250625 to 250728::8B-L2m1_Raw.csv,8B-L2m1,DRG,phase_shift_hours,4,S4_post_period,fit_phase_shift_angle_radians,fit_post_period_hours,post_period,eligible,none,13.05556,7.727085,6.784725,4.20625,3.26389,-1.2350233076561823,2.0,2.0,24.0,24.54253942338947,0.0,0.0,0.0,-0.253651497030853,0.0,0.0,-0.9907796064152492
SYN_A022_8B-L2m1_V009__phase_shift_hours__S05,msc_x10_causal_angle_halfgaussian_v1,SYN_A022_8B-L2m1_V009,22,9,250625 to 250728::8B-L2m1_Raw.csv,8B-L2m1,DRG,phase_shift_hours,5,S5_pre_envelope,fit_phase_shift_angle_radians,fit_pre_envelope_log_rate_per_day,pre_envelope,eligible,none,13.05556,7.727085,6.784725,4.20625,3.26389,-1.2350233076561823,2.0,2.0,24.0,24.0,-1.3999999998707306,0.0,0.0,-0.253651497030853,0.0,0.0,-0.9688773498028672
SYN_A022_8B-L2m1_V009__phase_shift_hours__S06,msc_x10_causal_angle_halfgaussian_v1,SYN_A022_8B-L2m1_V009,22,9,250625 to 250728::8B-L2m1_Raw.csv,8B-L2m1,DRG,phase_shift_hours,6,S6_post_envelope,fit_phase_shift_angle_radians,fit_post_envelope_log_rate_per_day,post_envelope,eligible,none,13.05556,7.727085,6.784725,4.20625,3.26389,-1.2350233076561823,2.0,2.0,24.0,24.0,0.0,-0.377260432319688,0.0,-0.253651497030853,0.0,0.0,-0.9688773498028672
SYN_A022_8B-L2m1_V009__phase_shift_hours__S07,msc_x10_causal_angle_halfgaussian_v1,SYN_A022_8B-L2m1_V009,22,9,250625 to 250728::8B-L2m1_Raw.csv,8B-L2m1,DRG,phase_shift_hours,7,S7_linear_drift,fit_phase_shift_angle_radians,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.05556,7.727085,6.784725,4.20625,3.26389,-1.2350233076561823,2.0,2.0,24.0,24.0,0.0,0.0,0.0,-0.253651497030853,0.2599604410477136,0.0,-0.9688773498028672
SYN_A022_8B-L2m1_V009__phase_shift_hours__S08,msc_x10_causal_angle_halfgaussian_v1,SYN_A022_8B-L2m1_V009,22,9,250625 to 250728::8B-L2m1_Raw.csv,8B-L2m1,DRG,phase_shift_hours,8,S8_baseline_step,fit_phase_shift_angle_radians,fit_baseline_step,baseline_step,eligible,none,13.05556,7.727085,6.784725,4.20625,3.26389,-1.2350233076561823,2.0,2.0,24.0,24.0,0.0,0.0,8.644119152404802,-0.253651497030853,0.0,0.0,-0.9688773498028672
SYN_A022_8B-L2m1_V009__phase_shift_hours__S09,msc_x10_causal_angle_halfgaussian_v1,SYN_A022_8B-L2m1_V009,22,9,250625 to 250728::8B-L2m1_Raw.csv,8B-L2m1,DRG,phase_shift_hours,9,S9_acute_treatment_transient,fit_phase_shift_angle_radians,fit_signed_acute_transient_amplitude,acute_treatment_transient,eligible,none,13.05556,7.727085,6.784725,4.20625,3.26389,-1.2350233076561823,2.0,2.0,24.0,24.0,0.0,0.0,0.0,-0.253651497030853,0.0,-0.8847266554674459,-0.9688773498028672
SYN_A023_8C-L3m1_V000__pre_period_hours__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,pre_period_hours,0,S0_target_only,fit_pre_period_hours,none,target_only,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,2.0,24.38556449309209,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A023_8C-L3m1_V000__pre_period_hours__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,pre_period_hours,1,S1_pre_amplitude,fit_pre_period_hours,fit_pre_amplitude,pre_amplitude,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,1.0656661153268756,2.0,24.38556449309209,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A023_8C-L3m1_V000__pre_period_hours__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,pre_period_hours,2,S2_pre_envelope,fit_pre_period_hours,fit_pre_envelope_log_rate_per_day,pre_envelope,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,2.0,24.38556449309209,24.0,-0.3038793387588751,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A023_8C-L3m1_V000__pre_period_hours__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,pre_period_hours,3,S3_linear_drift,fit_pre_period_hours,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,2.0,24.38556449309209,24.0,0.0,0.0,0.0,0.0,0.0039620182470755,0.0,0.0
SYN_A023_8C-L3m1_V000__post_period_hours__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,post_period_hours,0,S0_target_only,fit_post_period_hours,none,target_only,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,2.0,24.0,23.72065635280467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A023_8C-L3m1_V000__post_period_hours__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,post_period_hours,1,S1_post_amplitude,fit_post_period_hours,fit_post_amplitude,post_amplitude,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,1.0939598581930905,24.0,23.72065635280467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A023_8C-L3m1_V000__post_period_hours__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,post_period_hours,2,S2_post_envelope,fit_post_period_hours,fit_post_envelope_log_rate_per_day,post_envelope,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,2.0,24.0,23.72065635280467,0.0,-0.6343649308154414,0.0,0.0,0.0,0.0,0.0
SYN_A023_8C-L3m1_V000__post_period_hours__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,post_period_hours,3,S3_linear_drift,fit_post_period_hours,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,2.0,24.0,23.72065635280467,0.0,0.0,0.0,0.0,0.0039620182470755,0.0,0.0
SYN_A023_8C-L3m1_V000__post_period_hours__S04,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,post_period_hours,4,S4_baseline_step,fit_post_period_hours,fit_baseline_step,baseline_step,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,2.0,24.0,23.72065635280467,0.0,0.0,-0.3440428944543839,0.0,0.0,0.0,0.0
SYN_A023_8C-L3m1_V000__post_period_hours__S05,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,post_period_hours,5,S5_acute_treatment_transient,fit_post_period_hours,fit_signed_acute_transient_amplitude,acute_treatment_transient,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,2.0,24.0,23.72065635280467,0.0,0.0,0.0,0.0,0.0,0.4277469941073182,0.0
SYN_A023_8C-L3m1_V000__pre_amplitude_trajectory__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,pre_amplitude_trajectory,0,S0_target_only,fit_pre_amplitude;fit_pre_envelope_log_rate_per_day,none,target_only,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,1.0656661153268756,2.0,24.0,24.0,-0.3038793387588751,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A023_8C-L3m1_V000__pre_amplitude_trajectory__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,pre_amplitude_trajectory,1,S1_pre_period,fit_pre_amplitude;fit_pre_envelope_log_rate_per_day,fit_pre_period_hours,pre_period,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,1.0656661153268756,2.0,24.38556449309209,24.0,-0.3038793387588751,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A023_8C-L3m1_V000__pre_amplitude_trajectory__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,pre_amplitude_trajectory,2,S2_linear_drift,fit_pre_amplitude;fit_pre_envelope_log_rate_per_day,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,1.0656661153268756,2.0,24.0,24.0,-0.3038793387588751,0.0,0.0,0.0,0.0039620182470755,0.0,0.0
SYN_A023_8C-L3m1_V000__post_amplitude_trajectory__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,post_amplitude_trajectory,0,S0_target_only,fit_post_amplitude;fit_post_envelope_log_rate_per_day,none,target_only,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,1.0939598581930905,24.0,24.0,0.0,-0.6343649308154414,0.0,0.0,0.0,0.0,0.0
SYN_A023_8C-L3m1_V000__post_amplitude_trajectory__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,post_amplitude_trajectory,1,S1_post_period,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_post_period_hours,post_period,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,1.0939598581930905,24.0,23.72065635280467,0.0,-0.6343649308154414,0.0,0.0,0.0,0.0,0.0
SYN_A023_8C-L3m1_V000__post_amplitude_trajectory__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,post_amplitude_trajectory,2,S2_linear_drift,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,1.0939598581930905,24.0,24.0,0.0,-0.6343649308154414,0.0,0.0,0.0039620182470755,0.0,0.0
SYN_A023_8C-L3m1_V000__post_amplitude_trajectory__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,post_amplitude_trajectory,3,S3_baseline_step,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_baseline_step,baseline_step,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,1.0939598581930905,24.0,24.0,0.0,-0.6343649308154414,-0.3440428944543839,0.0,0.0,0.0,0.0
SYN_A023_8C-L3m1_V000__post_amplitude_trajectory__S04,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,post_amplitude_trajectory,4,S4_acute_treatment_transient,fit_post_amplitude;fit_post_envelope_log_rate_per_day,fit_signed_acute_transient_amplitude,acute_treatment_transient,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,1.0939598581930905,24.0,24.0,0.0,-0.6343649308154414,0.0,0.0,0.0,0.4277469941073182,0.0
SYN_A023_8C-L3m1_V000__phase_shift_hours__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,phase_shift_hours,0,S0_target_only,fit_phase_shift_angle_radians,none,target_only,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,2.0,24.0,24.0,0.0,0.0,0.0,0.6857692516777592,0.0,0.0,2.61944558939869
SYN_A023_8C-L3m1_V000__phase_shift_hours__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,phase_shift_hours,1,S1_pre_amplitude,fit_phase_shift_angle_radians,fit_pre_amplitude,pre_amplitude,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,1.0656661153268756,2.0,24.0,24.0,0.0,0.0,0.0,0.6857692516777592,0.0,0.0,2.61944558939869
SYN_A023_8C-L3m1_V000__phase_shift_hours__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,phase_shift_hours,2,S2_post_amplitude,fit_phase_shift_angle_radians,fit_post_amplitude,post_amplitude,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,1.0939598581930905,24.0,24.0,0.0,0.0,0.0,0.6857692516777592,0.0,0.0,2.61944558939869
SYN_A023_8C-L3m1_V000__phase_shift_hours__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,phase_shift_hours,3,S3_pre_period,fit_phase_shift_angle_radians,fit_pre_period_hours,pre_period,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,2.0,24.38556449309209,24.0,0.0,0.0,0.0,0.6857692516777592,0.0,0.0,2.61944558939869
SYN_A023_8C-L3m1_V000__phase_shift_hours__S04,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,phase_shift_hours,4,S4_post_period,fit_phase_shift_angle_radians,fit_post_period_hours,post_period,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,2.0,24.0,23.72065635280467,0.0,0.0,0.0,0.6857692516777592,0.0,0.0,2.588957027541509
SYN_A023_8C-L3m1_V000__phase_shift_hours__S05,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,phase_shift_hours,5,S5_pre_envelope,fit_phase_shift_angle_radians,fit_pre_envelope_log_rate_per_day,pre_envelope,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,2.0,24.0,24.0,-0.3038793387588751,0.0,0.0,0.6857692516777592,0.0,0.0,2.61944558939869
SYN_A023_8C-L3m1_V000__phase_shift_hours__S06,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,phase_shift_hours,6,S6_post_envelope,fit_phase_shift_angle_radians,fit_post_envelope_log_rate_per_day,post_envelope,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,2.0,24.0,24.0,0.0,-0.6343649308154414,0.0,0.6857692516777592,0.0,0.0,2.61944558939869
SYN_A023_8C-L3m1_V000__phase_shift_hours__S07,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,phase_shift_hours,7,S7_linear_drift,fit_phase_shift_angle_radians,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,2.0,24.0,24.0,0.0,0.0,0.0,0.6857692516777592,0.0039620182470755,0.0,2.61944558939869
SYN_A023_8C-L3m1_V000__phase_shift_hours__S08,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,phase_shift_hours,8,S8_baseline_step,fit_phase_shift_angle_radians,fit_baseline_step,baseline_step,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,2.0,24.0,24.0,0.0,0.0,-0.3440428944543839,0.6857692516777592,0.0,0.0,2.61944558939869
SYN_A023_8C-L3m1_V000__phase_shift_hours__S09,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V000,23,0,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,phase_shift_hours,9,S9_acute_treatment_transient,fit_phase_shift_angle_radians,fit_signed_acute_transient_amplitude,acute_treatment_transient,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,2.0,24.0,24.0,0.0,0.0,0.0,0.6857692516777592,0.0,0.4277469941073182,2.61944558939869
SYN_A023_8C-L3m1_V001__pre_period_hours__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V001,23,1,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,pre_period_hours,0,S0_target_only,fit_pre_period_hours,none,target_only,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,2.0,24.42496823239997,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A023_8C-L3m1_V001__pre_period_hours__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V001,23,1,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,pre_period_hours,1,S1_pre_amplitude,fit_pre_period_hours,fit_pre_amplitude,pre_amplitude,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,1.1102020063439162,2.0,24.42496823239997,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A023_8C-L3m1_V001__pre_period_hours__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V001,23,1,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,pre_period_hours,2,S2_pre_envelope,fit_pre_period_hours,fit_pre_envelope_log_rate_per_day,pre_envelope,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,2.0,24.42496823239997,24.0,-0.2717448221033085,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A023_8C-L3m1_V001__pre_period_hours__S03,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V001,23,1,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,pre_period_hours,3,S3_linear_drift,fit_pre_period_hours,fit_linear_drift_slope_per_day,linear_drift,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,2.0,24.42496823239997,24.0,0.0,0.0,0.0,0.0,0.0159375174898952,0.0,0.0
SYN_A023_8C-L3m1_V001__post_period_hours__S00,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V001,23,1,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,post_period_hours,0,S0_target_only,fit_post_period_hours,none,target_only,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,2.0,24.0,23.8171994900814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A023_8C-L3m1_V001__post_period_hours__S01,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V001,23,1,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,post_period_hours,1,S1_post_amplitude,fit_post_period_hours,fit_post_amplitude,post_amplitude,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,1.7169919716619564,24.0,23.8171994900814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYN_A023_8C-L3m1_V001__post_period_hours__S02,msc_x10_causal_angle_halfgaussian_v1,SYN_A023_8C-L3m1_V001,23,1,250625 to 250728::8C-L3m1_Raw.csv,8C-L3m1,DRG,post_period_hours,2,S2_post_envelope,fit_post_period_hours,fit_post_envelope_log_rate_per_day,post_envelope,eligible,none,13.06944,7.71875,6.78472,4.19792,3.26389,-0.130899693899575,2.0,2.0,24.0,23.8171994900814,0.0,-0.6128629756360334,0.0,0.0,0.0,0.0,0.0
